State,Account Length,Area Code,International Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,International Mins,International calls,CustServ Calls,Churn,CHURN-FLAG
5,-0.5644086033010557,408,0,0,-0.6101805345790322,-2.2027974827865986,-0.5869178415978218,-0.5641742208742592,1.0619693217972552,0.16989952134565361,-1.8013383976499795,-1.6150781453738698,0.5652044329728774,2.618291951985348,1,0.96575093
3,0.7786370562399112,415,0,0,-0.6101805345790322,0.00702341916848561,0.5810273354873048,-2.3784978532017096,-0.039554727214513835,-0.37309766128668753,-1.1001751767224706,-0.26770230510587767,5.6325545216952255,-1.1796366119620671,0,0.0037891404
40,0.29716785753654573,415,0,0,-0.6101805345790322,-1.3232667755407939,0.12400530967138569,-1.1739365962750312,0.1106530976507274,-0.22074593378552732,0.25206817792343955,-0.9059329662854528,0.5652044329728774,0.33953481361689897,0,0.00016241072
45,0.829318024524476,510,0,0,-0.6101805345790322,-1.860146978088754,-0.7392585168697948,0.8442646400974624,-1.3914251510016848,0.7050837948753715,0.7528990500145174,0.015955766529489355,-0.993980209710922,-1.1796366119620671,0,0.00034825748
29,1.8936183585003366,415,0,0,-0.6101805345790322,-1.0685693415675297,-1.2470607677763714,1.4409339583577276,0.6113458472015315,0.9726759316402303,0.7528990500145174,1.8597332321593731,0.17540827230192751,1.099120526406382,0,0.0063951863
50,-1.0712182861467034,408,0,1,2.221452122320332,0.5567301111971136,0.7333680107592778,-0.16764163319032177,0.6113458472015315,-0.3555186158057848,0.7528990500145174,-0.26770230510587767,-0.6041840490399722,-1.1796366119620671,0,0.0017018958
26,-1.1472397385735507,408,0,0,-0.6101805345790322,-0.8853337775579868,-1.3994014430483446,-0.8335171106218396,0.010514547740566572,-1.9298197999844438,-1.6010060488135485,1.5760751605240062,-0.21438788836902237,1.099120526406382,0,0.0011887097
24,-2.008816199411152,415,0,0,-0.6101805345790322,0.13528831397516547,0.42868666021533175,1.087421415564028,-0.7905938515407199,-0.3789573431136555,0.10181891629611618,-1.4023345916473449,0.5652044329728774,-1.1796366119620671,0,0.0009943254
11,-1.2739421592849627,510,0,0,-0.6101805345790322,-1.1601871235723011,0.8349284609405931,0.2812631830556454,0.46113802233629025,-0.43364770683202103,-0.4991781302131772,0.29961383816485576,-1.383776370381872,-0.42005089917258404,0,0.0025511272
14,1.0827228659472998,415,0,0,-0.6101805345790322,-1.7923498194052232,-0.2822364910538757,-1.1851592166811808,-1.8420486255974085,0.9687694770889187,2.405640927915074,1.3987888657519019,0.5652044329728774,0.33953481361689897,0,0.0018030428
30,-0.6150895715856204,510,0,0,-0.6101805345790322,0.7967687000496143,0.22556575985270105,0.026883787182930764,0.36099947242612945,0.8847807042357145,-0.09851343254031494,0.015955766529489355,0.17540827230192751,-0.42005089917258404,0,0.0049434495
18,1.8429373902157717,408,0,0,-0.6101805345790322,0.5384065547961593,1.0380493613032238,-3.158469971429078,0.7615536720667727,1.804750751069646,-1.1001751767224706,0.8314727224811684,2.124389075656677,1.099120526406382,0,0.0014612783
3,-2.211540072549411,408,0,0,-0.6101805345790322,1.2273722754720395,0.8857086860312509,0.9789360849712528,0.9618307718870943,1.548877977958722,-0.4991781302131772,0.547814650845802,-0.6041840490399722,-0.42005089917258404,1,0.21847391
36,-1.0712182861467034,408,0,1,1.2049686044590215,-0.10658263051743061,-0.3330167161445334,-0.094694600550352,-1.2412173261364436,0.246075385096234,0.8029821372236252,-0.6931894125589276,-0.21438788836902237,-1.1796366119620671,0,0.0013882918
10,-0.6911110240124676,415,0,1,2.0762401911972876,0.6849950060037934,-1.0439398674137408,0.322412791211526,0.1106530976507274,-0.9395335712268998,-1.450756787186225,1.5760751605240062,0.5652044329728774,1.099120526406382,0,0.00028000987
0,-1.6033684531346337,408,0,1,1.5679984322666325,-0.6654511007465357,1.3935109369378276,-0.7025865392167658,-0.9908709513610416,-1.3985419810060373,0.4524005267598707,1.5051606426151647,0.5652044329728774,-1.1796366119620671,0,0.00068765547
19,-0.5390681191587733,415,0,0,-0.6101805345790322,-0.9494662249613267,-1.8564234688642636,0.44212074221045017,0.8116229470218531,0.5253868855150285,0.4023174395507629,-0.09041601033377343,0.17540827230192751,-0.42005089917258404,0,0.00037800425
0,0.9306799610936055,415,1,1,1.7858163289511988,0.38998574794842983,0.2763459849433587,-0.23310691889285864,-0.039554727214513835,-1.9376327090870673,0.3522343523416551,0.0868702844383308,0.5652044329728774,1.099120526406382,0,0.038825687
31,1.2601062549432767,408,0,0,-0.6101805345790322,-0.7735600835121659,-0.3330167161445334,1.341800811436743,-0.3900396519000767,-0.24613788836905373,0.4023174395507629,0.29961383816485576,1.7345929149857269,-0.42005089917258404,0,0.0002220375
10,-0.03225843631312539,408,0,0,-0.6101805345790322,-1.0319222287656211,0.07322508458072802,-0.6221577596393632,-0.7405245765856395,-0.25590402474733326,1.754560794196673,-0.30315956406029837,-0.993980209710922,1.099120526406382,0,0.011033174
20,0.9053394769513232,408,1,1,2.3666640534433765,-0.1743797892009617,-0.7900387419604524,0.07177426880752759,0.36099947242612945,-1.537221117577607,-1.1001751767224706,1.5406179015695853,4.073369879011426,-1.1796366119620671,1,0.97262335
2,-1.6540494214191985,510,0,0,-0.6101805345790322,-1.0594075633670526,-0.9423794172324255,1.536326231809995,-0.08962400216959425,2.1602381152390207,-1.1001751767224706,-0.09041601033377343,-0.21438788836902237,0.33953481361689897,0,0.010167988
13,1.538851580508383,415,0,0,-0.6101805345790322,-1.774026263004269,-1.196280542685714,-0.6502143106547361,0.5112072972913707,-0.4375541613833326,-0.3990119557949616,-0.37407408196914044,-0.21438788836902237,1.099120526406382,0,0.0023717924
48,-0.8938348971507267,510,0,0,-0.6101805345790322,-0.524359716459188,-1.7040827935922906,0.4813999136319727,0.9117614969320139,1.2578471138859928,-0.6995104790496084,-2.3951378423711285,-0.6041840490399722,-0.42005089917258404,0,0.0059598424
37,-1.0205373178621386,408,0,1,1.422786501143588,-1.130869433330774,-0.18067604087256037,0.24198401163412336,-0.3900396519000767,-0.738351161834342,0.8029821372236252,-0.6222748946500861,0.17540827230192751,0.33953481361689897,0,0.0007253786
22,-0.8684944130084444,415,0,0,-0.6101805345790322,0.5255800653154915,0.9872691362125662,-0.7007161024824078,1.1120385967523356,-1.293067708120619,0.9031483116418407,1.0442162762076934,0.17540827230192751,1.099120526406382,0,0.00019724312
8,1.0827228659472998,408,0,0,-0.6101805345790322,0.08031764477230266,1.647412062391116,-1.2244383881027028,-1.291286601091524,0.8066516132094784,1.3538960965238107,-1.0123047431487153,0.17540827230192751,0.33953481361689897,0,0.0034470407
13,0.49989173067480486,415,0,0,-0.6101805345790322,-0.4309095788143214,0.6825877856686201,0.5842739340216735,0.8616922219769335,-1.127043389689867,-0.44909504300406944,-0.5159031177868233,-0.6041840490399722,2.618291951985348,1,0.9127327
50,-0.057598920455407786,415,0,1,1.1323626388974994,-0.905489689599037,1.7489725125724314,0.3205423544771674,-2.0923950003728105,-2.545086391816054,-1.0500920895133627,0.264156579210435,-0.6041840490399722,-0.42005089917258404,0,0.00020065758
12,-1.1979207068581155,408,0,0,-0.6101805345790322,0.17010307113697867,0.3779064351246741,1.3043920767495791,-0.18976255207975506,0.70117734032406,-0.6494273918405006,-0.8704757073310321,0.17540827230192751,1.099120526406382,0,0.00030304535
15,-0.9951968337198563,408,0,0,-0.6101805345790322,0.6959891398443658,-2.2118850444988674,0.20644571368131753,0.7615536720667727,0.9394710679540801,1.4540622709420263,-1.2250482968752405,-0.6041840490399722,-0.42005089917258404,0,0.034315176
45,-2.262221040833976,408,0,0,-0.6101805345790322,0.06382644401144372,0.5810273354873048,-0.18447556379954566,-1.6918408007321672,1.5996618871257762,-2.151920008113734,0.40598561502811853,0.5652044329728774,0.33953481361689897,0,0.0011523454
44,-0.08293940459769017,415,0,0,-0.6101805345790322,-0.4107536667732718,0.8349284609405931,1.2613720318593404,-1.6417715257770868,0.5390594764446197,-1.6010060488135485,-0.3386168230147191,0.17540827230192751,0.33953481361689897,0,0.00063813536
50,-0.3110037618782317,415,0,0,-0.6101805345790322,-0.5793303856620509,-0.8915991921417679,0.3673032728361223,0.8116229470218531,0.05856556663326727,1.3538960965238107,-0.19678778719703624,-0.6041840490399722,2.618291951985348,1,0.025013126
15,-0.46304666673192607,408,0,0,-0.6101805345790322,-0.13040325383867138,-1.7040827935922906,0.9209525462061489,-0.7405245765856395,1.3535552503931316,-0.09851343254031494,-0.019501492424931995,-0.6041840490399722,-0.42005089917258404,0,0.030156607
5,1.0573823818050176,415,0,0,-0.6101805345790322,-1.0209280949250485,-0.12989581578190268,-0.3752601107040815,-1.8921179005524889,-1.1739208443056084,1.4039791837329185,-0.7995611894221903,-0.993980209710922,-0.42005089917258404,0,0.008696602
5,0.5505726989593697,408,0,1,1.5679984322666325,0.28920618774318135,1.4442911620284853,-2.3336073715771133,-1.1410787762262828,-0.3848170249406234,-1.1502582639315784,-1.579620886419449,-0.6041840490399722,1.099120526406382,1,0.9162306
48,-0.7924729605815972,415,0,0,-0.6101805345790322,-0.61964220974415,-1.5517421183203175,0.8685803176441191,3.214948144865713,-1.3887758446277578,0.15190200350522398,0.6541864277090642,-0.6041840490399722,1.099120526406382,0,0.00020459488
36,0.6519346355284993,408,0,0,-0.6101805345790322,0.8554040805326683,0.12400530967138569,-0.42389146579739445,1.3123156965726572,-0.22660561561249468,-0.2487626941676383,0.6187291687546435,1.3447967543147772,-0.42005089917258404,0,0.005357002
13,1.8936183585003366,408,0,0,-0.6101805345790322,0.1737677824171693,-0.18067604087256037,-0.5641742208742592,-0.28990110198991587,-0.6699882071863854,-2.3021692697410576,0.40598561502811853,-0.21438788836902237,-0.42005089917258404,0,0.0021657858
4,0.4238702782479577,415,0,1,1.8584222945127211,1.575519847090171,-0.8915991921417679,-0.4089279719225292,2.1134240958539436,-0.6758478890133527,0.3021512651325473,0.47690013293696,-0.6041840490399722,0.33953481361689897,0,0.0060689966
23,-0.6404300557279028,510,0,1,1.7858163289511988,0.20308547265869603,-0.4853573914165064,0.8610985707066863,-0.18976255207975506,-1.228611208023974,-0.3990119557949616,1.5406179015695853,-0.6041840490399722,0.33953481361689897,0,0.0014989774
41,1.2601062549432767,408,0,1,1.422786501143588,-0.035120760553709406,-0.43457716632584875,-0.22936604542414193,-1.791979350642328,1.2617535684373045,-2.3522523569501654,0.8314727224811684,-0.6041840490399722,1.099120526406382,0,0.003985619
27,-1.552687484850069,408,0,0,-0.6101805345790322,-0.9421368024009454,-0.12989581578190268,-0.695104792279333,-0.13969327712467466,-0.818433480136234,0.3021512651325473,-0.7286466715133489,0.5652044329728774,0.33953481361689897,0,5.1839575e-05
47,-1.5020065165655043,415,0,1,2.3666640534433765,-0.6324686992248183,-1.3486212179576869,-0.5716559678116921,-0.5903167517203983,0.25779474875016933,0.10181891629611618,-1.4377918506017655,0.17540827230192751,0.33953481361689897,0,0.00022863635
50,-1.425985064138657,415,1,0,-0.6101805345790322,1.2621870326338527,0.22556575985270105,0.23824313816540718,0.2107916475608882,-0.8418722074441046,-1.6510891360226563,-0.3386168230147191,-0.21438788836902237,-1.1796366119620671,0,0.10982439
23,0.34784882582111054,408,1,0,-0.6101805345790322,-1.0520781408066708,-0.38379694123519104,0.1185351871664825,0.9618307718870943,-1.3985419810060373,1.9548931430331042,-0.6931894125589276,1.3447967543147772,-1.1796366119620671,0,0.026040228
44,0.6772751196707816,408,0,0,-0.6101805345790322,0.5310771322357775,-1.5517421183203175,0.31493104427409313,-0.9908709513610416,-0.9258609802973088,-2.0016707464864107,-0.8704757073310321,-1.383776370381872,-0.42005089917258404,0,0.00057167985
43,1.285446739085559,510,0,0,-0.6101805345790322,-0.06810316207542677,0.02244485949007034,-0.579137714749125,0.5112072972913707,-1.0215691168044483,0.0016527418779006195,1.256959829934219,-0.6041840490399722,1.8587062391958649,1,0.98086137
31,0.9813609293781703,408,0,0,-0.6101805345790322,1.0844485355445965,-0.38379694123519104,-0.5529516004681101,-0.8406631264958003,1.843815296582764,0.20198509071433177,0.547814650845802,0.9550005936438273,1.099120526406382,0,0.012788761
23,1.5895325487929477,510,0,1,2.729693881250987,0.7747804323684694,-0.18067604087256037,-0.22188429848670957,-0.7905938515407199,1.0488517953908107,-1.951587659277303,0.6541864277090642,-0.993980209710922,-1.1796366119620671,0,0.0014585507
32,1.2094252866587119,510,0,0,-0.6101805345790322,1.2090487190710852,-0.8915991921417679,-0.9569659350894805,-0.7405245765856395,-0.5547477979226869,0.4524005267598707,-0.7995611894221903,-0.21438788836902237,1.099120526406382,0,0.0028364153
33,-0.23498230945138454,415,0,0,-0.6101805345790322,0.3808239697479527,2.307554988569666,0.49823384424119604,0.8616922219769335,-0.9473464803295236,0.25206817792343955,-1.0477620021031364,-0.21438788836902237,-0.42005089917258404,0,0.0007316536
11,-0.3616847301627965,415,0,0,-0.6101805345790322,0.9745071971388709,0.42868666021533175,-0.8017196861377505,-0.28990110198991587,-0.2480911156447101,-0.048430345331207166,0.6187291687546435,-0.6041840490399722,-1.1796366119620671,0,0.0004476407
23,-1.2486016751426803,415,0,0,-0.6101805345790322,-0.4675566916162299,-0.5361376165071641,0.4346389952730178,-1.3914251510016848,-0.38091057038931125,0.5525667011780863,-1.4732491095561866,-0.993980209710922,-0.42005089917258404,0,0.0024903386
7,-0.43770618258964367,415,0,0,-0.6101805345790322,2.156376585000421,0.42868666021533175,-0.3565557433604995,0.010514547740566572,1.3516020231174763,-1.3505906127680096,0.5123573918913807,-0.21438788836902237,-1.1796366119620671,1,0.7726137
34,1.1334038342318646,408,0,0,-0.6101805345790322,-2.217456327907362,0.8349284609405931,-2.2999395103586657,-0.7405245765856395,-0.5449816615444073,-0.048430345331207166,-0.7286466715133489,0.9550005936438273,1.8587062391958649,1,0.9188364
23,-1.34996361171181,415,0,0,-0.6101805345790322,0.5768860232381631,-1.4501816681390023,-0.66704824126396,0.2107916475608882,-0.45708643413989164,0.6527328755963018,-0.7286466715133489,-0.6041840490399722,0.33953481361689897,0,0.004883016
20,-0.7417919922970324,408,0,0,-0.6101805345790322,-0.22751810276372916,-0.12989581578190268,-0.8391284208249145,0.1106530976507274,0.5410127037202754,-1.2003413511406862,1.6824469373872688,-0.993980209710922,-0.42005089917258404,0,0.0037769834
49,1.1334038342318646,415,0,0,-0.6101805345790322,0.33867979002575765,-0.079115590691245,1.9347292562282912,-1.291286601091524,0.451164249040104,0.9532313988509485,1.0442162762076934,-0.993980209710922,-0.42005089917258404,0,0.0050906884
37,0.4238702782479577,415,1,0,-0.6101805345790322,0.6007066465594039,0.17478553476204337,0.08860819941675147,-1.040940226316122,1.515673114272572,0.4524005267598707,0.8314727224811684,0.17540827230192751,1.099120526406382,0,0.41498053
5,-1.1218992544312683,408,0,1,1.2049686044590215,-0.3118064622081187,1.1396098114845392,-1.1963818370873298,-0.23983182703483547,-0.49224452510169814,-0.4991781302131772,0.264156579210435,-0.993980209710922,1.099120526406382,0,0.004514125
10,-0.7417919922970324,415,0,1,1.1323626388974994,1.225539919831944,0.02244485949007034,1.1154779665794008,-0.08962400216959425,0.425772294456577,-1.6010060488135485,-0.16133052824261487,-0.21438788836902237,-0.42005089917258404,0,0.0072925147
43,0.17046543682513376,510,0,0,-0.6101805345790322,0.5127535758348232,-0.23145626596321803,0.9190821094717903,-0.7405245765856395,-0.1855878428237208,-0.5993443046313928,0.760558204572327,-1.383776370381872,0.33953481361689897,1,0.001317922
46,0.7279560879553464,510,0,1,1.4953924667051102,-0.06077373951504496,0.17478553476204337,0.4832703503663308,-0.6904553016305591,2.3848592519394494,-1.1001751767224706,-0.5868176356956655,0.9550005936438273,-1.1796366119620671,0,0.00040410017
15,-0.13362037288225495,408,0,0,-0.6101805345790322,-0.4528978464954663,0.22556575985270105,-0.8428692942936306,0.06058382269564698,-0.22074593378552732,-0.7996766534678239,-0.7995611894221903,0.17540827230192751,1.8587062391958649,1,0.91170937
49,0.29716785753654573,510,0,0,-0.6101805345790322,0.5805507345183543,0.8857086860312509,0.15781435858800452,-1.1911480511813632,-0.3613782976327522,-0.09851343254031494,0.6187291687546435,-0.993980209710922,-0.42005089917258404,0,0.00398036
17,-0.6404300557279028,415,0,1,1.9310282600742432,-0.5225273608190927,0.17478553476204337,-1.4339273023508206,-0.7905938515407199,0.023407475671460766,-2.151920008113734,0.2286993202560143,1.7345929149857269,0.33953481361689897,0,0.00030045104
31,0.7279560879553464,415,0,0,-0.6101805345790322,1.0129866655808748,1.2411702616658546,0.8891551217220592,-0.33997037694499627,0.1562269304160625,-1.6010060488135485,1.2924170888886397,-0.21438788836902237,-0.42005089917258404,1,0.95243937
7,-0.43770618258964367,510,0,0,-0.6101805345790322,-0.709427636108826,-2.0087641441362365,-0.0965650372847101,0.2608609225159686,-1.783327754310251,-0.29884578137674606,0.29961383816485576,-0.993980209710922,-0.42005089917258404,0,0.00820021
18,1.412149159796971,415,0,0,-0.6101805345790322,0.3808239697479527,-0.028335365600587335,-0.17138250665903795,0.2107916475608882,-0.0957393881435493,0.9532313988509485,-0.48044585883240265,-0.21438788836902237,-1.1796366119620671,1,0.90470105
2,-0.4883871508742085,415,0,0,-0.6101805345790322,-1.0685693415675297,-0.028335365600587335,-0.5061906821091552,0.36099947242612945,1.021506613531628,-1.9015045720681951,-0.8350184483766111,1.7345929149857269,-0.42005089917258404,0,0.00022712392
21,-0.5390681191587733,415,0,0,-0.6101805345790322,1.2878400115951887,-0.38379694123519104,-0.4051870984538125,0.6113458472015315,1.2305019320268096,0.25206817792343955,-0.26770230510587767,0.9550005936438273,1.099120526406382,0,0.025448963
3,-0.23498230945138454,415,0,0,-0.6101805345790322,-0.06443845079523612,-1.50096189322966,-0.17699381686211277,-0.9408016764059612,-1.429793617416532,-0.44909504300406944,0.12232754339275152,0.9550005936438273,1.099120526406382,0,0.0012739319
0,0.11978446854056897,408,0,0,-0.6101805345790322,1.755090699819522,0.2763459849433587,-2.226992477718696,0.6614151221566119,-0.7363979345586862,1.8547269686148886,-0.16133052824261487,0.17540827230192751,-0.42005089917258404,0,0.0030889534
26,-0.6657705398701852,415,0,0,-0.6101805345790322,-0.4125860224133671,0.4794668853059894,0.24759532183719815,-1.3914251510016848,-0.5234961615121925,-1.4006736999771172,0.973301758298852,-0.21438788836902237,-1.1796366119620671,0,0.0011276932
3,-0.006917952170842996,415,0,0,-0.6101805345790322,0.2855414764629902,-0.6884782917791371,0.13536911777570637,-1.1911480511813632,-0.19535397920200032,0.6527328755963018,-0.5513603767412447,-0.6041840490399722,1.8587062391958649,0,0.015077322
25,0.5252322148170873,408,0,0,-0.6101805345790322,0.5402389104362546,1.5458516122098005,0.17464828919722838,0.2107916475608882,-0.6582688435324501,-0.1986796069585305,-1.7569071811915533,0.17540827230192751,-0.42005089917258404,1,0.92936796
13,-0.5644086033010557,415,0,0,-0.6101805345790322,1.2676840995541392,-1.4501816681390023,0.1054421300259748,1.3123156965726572,1.4512166141759268,0.4524005267598707,-0.16133052824261487,0.9550005936438273,0.33953481361689897,1,0.9202158
12,-0.03225843631312539,510,0,1,0.914544742212933,-0.39243011037231756,0.6825877856686201,0.9751952115025362,-0.8406631264958003,-0.7949947528283634,-0.3990119557949616,-2.076022511781341,1.3447967543147772,1.8587062391958649,0,0.06458119
19,0.22114640510969855,415,0,0,-0.6101805345790322,-0.07909729591599922,1.8505329627537466,-0.20692080461184378,-1.1911480511813632,-1.4024484355573497,0.10181891629611618,1.5406179015695853,0.17540827230192751,-1.1796366119620671,0,0.0019334834
46,0.9053394769513232,415,0,0,-0.6101805345790322,-0.5665038961813831,-0.9423794172324255,-1.5162265186625814,0.2608609225159686,-0.40825575224849403,0.0016527418779006195,0.0868702844383308,0.5652044329728774,-1.1796366119620671,0,0.0033336622
17,-0.10827988873997257,408,0,0,-0.6101805345790322,-0.872507288077319,-0.079115590691245,-0.3079243882671865,0.310930197471049,0.8672016587548119,0.10181891629611618,0.7960154635267478,1.7345929149857269,-0.42005089917258404,0,0.00022686679
15,0.5759131831016521,408,0,0,-0.6101805345790322,-0.22202103584344268,-0.3330167161445334,-0.49309762496864806,0.46113802233629025,0.9316581588514564,-1.250424438349794,0.37052835607369783,-0.993980209710922,-0.42005089917258404,0,0.009367106
3,-0.10827988873997257,408,0,0,-0.6101805345790322,1.0166513768610654,-1.8056432437736059,-0.24058866583029154,-0.08962400216959425,-0.21293302468290357,0.7528990500145174,0.547814650845802,-0.21438788836902237,1.8587062391958649,0,0.006828529
22,-1.6033684531346337,510,0,1,1.4953924667051102,1.8100613690223848,0.07322508458072802,0.03997684432343793,-1.1911480511813632,-0.26762338840126915,0.6527328755963018,-0.4449885998779819,0.5652044329728774,0.33953481361689897,0,0.016734248
32,-0.15896085702453736,510,0,1,0.914544742212933,-1.185840102533637,1.5458516122098005,-0.665177804529602,0.7615536720667727,0.31443833974419066,-0.6995104790496084,-0.16133052824261487,-0.6041840490399722,-0.42005089917258404,0,0.0008268042
5,1.0573823818050176,415,0,1,1.7132103633896767,-0.6233069210243412,-0.4853573914165064,-1.2899036738052396,-0.13969327712467466,0.3613157943599325,2.1051424046604277,-0.054958751379352716,-1.383776370381872,-0.42005089917258404,0,0.0015007291
44,1.462830128081536,408,0,0,-0.6101805345790322,0.8645658587331454,-0.5361376165071641,-0.9756703024330624,1.0619693217972552,0.7910257950042315,0.4023174395507629,-0.23224504615145694,0.9550005936438273,1.099120526406382,0,0.0012253176
22,0.5252322148170873,408,0,0,-0.6101805345790322,-0.32280059604869116,-0.028335365600587335,2.190979088835364,-0.8406631264958003,-1.595817935847284,-0.6995104790496084,-0.6931894125589276,1.3447967543147772,-0.42005089917258404,0,0.0017185115
19,0.09444398439828658,415,0,0,-0.6101805345790322,0.04367053197039414,0.8349284609405931,0.4346389952730178,-0.28990110198991587,0.4277255217322333,-0.44909504300406944,0.8314727224811684,-0.993980209710922,0.33953481361689897,0,0.00018182125
1,-0.03225843631312539,408,0,0,-0.6101805345790322,-0.3960948216525082,0.8349284609405931,-0.17138250665903795,0.6614151221566119,0.5234336582393723,0.6527328755963018,0.6541864277090642,-0.21438788836902237,1.8587062391958649,0,0.021742923
8,0.6519346355284993,408,0,0,-0.6101805345790322,-1.0245928062052394,0.3779064351246741,0.1110534402290496,-0.4901782018102375,0.9160323406462095,0.7028159628054096,1.0796735351621147,0.9550005936438273,-0.42005089917258404,0,3.9725473e-05
